time,
1, -74.94864186716651, -77.82453727081297, -74.05025781024706, -74.58422145778663, -74.14933588331114
2, -78.75459362391523, -80.65186091550584, -79.39082455993717, -79.00386860184368, -78.28794920055992
3, -79.9710356275882, -79.57395532466617, -79.17984814607027, -80.78010714472964, -80.87160816848615
4, -80.64220285341538, -79.11182847005824, -78.81844100766747, -78.4821817726336, -80.46026666349178
5, -80.88135376727739, -79.139203347181, -79.565248373877, -78.08556093409575, -81.02945989776305
6, -80.0176860933882, -78.76359206934471, -80.28953739243656, -80.48030776213562, -79.71265909494323
7, -79.75316838432977, -78.8714304507781, -80.05045743940917, -78.39310069449017, -80.3999769186258
8, -80.03656817189895, -80.21852641581268, -79.67521395984397, -79.81282433223203, -78.76874447706959
9, -77.20238893327445, -77.46852462898674, -77.0943953273136, -80.20312636228742, -78.13775080582982
10, -77.09466388962822, -79.16030678040289, -78.81827238659754, -76.88956604238652, -79.80922595228728
11, -79.65429826957323, -77.29874952549133, -78.06655445791465, -77.49103655910723, -79.43748172938176
12, -79.68160575710185, -77.05594191427602, -78.65134609585093, -79.60248490454609, -79.07832741765866
13, -76.3933870733704, -76.10499366810299, -78.37987349531801, -77.70765298956513, -77.6218727656116
14, -76.7319954250555, -78.20823702017374, -76.6425967313912, -77.98627699752606, -78.81567542114794
15, -77.78292868257414, -76.09379228428558, -78.6083810214179, -76.71311420330103, -77.98700925989448
16, -76.35774509839618, -77.23141367595515, -76.6460899920396, -77.70071199262344, -76.57674140358178
17, -77.23136963753134, -75.92797471592063, -77.5782570716372, -76.78162321636916, -78.02008629152111
18, -76.35499221743359, -75.71657428731032, -77.87722062535741, -77.88830700491857, -76.5178052020493
19, -78.10803426755639, -77.3348886200508, -78.569818930601, -76.62089260882517, -77.62820412692774
20, -75.25949728974221, -77.44538507787885, -76.79450825865942, -76.62479389457108, -75.54039216302812
21, -76.64765620075022, -76.78916824605598, -76.05795613859789, -76.16460870466724, -74.7646338770612
22, -74.73885942895873, -77.57733943736051, -76.41760485060689, -75.54785715601787, -77.47886303889254
23, -76.42301810121161, -75.0368881581253, -77.2204376751829, -77.60537228853897, -77.51021413341483
24, -74.93705233152006, -73.84682423036777, -76.30439011674835, -77.22897402863518, -75.70354747692394
25, -75.6595848285139, -73.45808205058229, -76.40911868821843, -77.23493065443121, -75.60978344567472
26, -73.79407253039065, -73.29821350431725, -76.64248287903534, -76.43928502007972, -76.05196716021493
27, -75.36328604968794, -75.84920801927406, -75.96954380799428, -74.75415442734293, -76.77145600264801
28, -75.39901135019194, -74.19686782757393, -76.80946181590231, -75.3326306447751, -76.15473641619042
29, -76.88718015633599, -73.26340772430808, -76.07667421500646, -74.87610024659962, -74.9472750410501
30, -73.92187647918338, -75.861809336673, -76.0412034428317, -74.4085535561949, -75.61743001386904
